name	wt_ribo_YPD1_cds_rpf	wt_ribo_YPD2_cds_rpf	wt_ribo_YPD3_cds_rpf	ncs2d_ribo_YPD1_cds_rpf	ncs2d_ribo_YPD2_cds_rpf	ncs2d_ribo_YPD3_cds_rpf	elp6d_ribo_YPD1_cds_rpf	elp6d_ribo_YPD2_cds_rpf	elp6d_ribo_YPD3_cds_rpf	ncs2d_elp6d_ribo_YPD1_cds_rpf	ncs2d_elp6d_ribo_YPD2_cds_rpf	ncs2d_elp6d_ribo_YPD3_cds_rpf
NM_001181480.3	178	247	126	301	228	148	231	182	157	280	241	420
NM_001181481.1	122	153	75	146	129	69	132	86	91	152	135	184
NM_001181482.3	176	221	138	265	259	142	207	131	117	221	198	307
NM_001181483.1	4502	5749	2634	5372	4370	2408	3769	2901	2835	4324	3749	5321
NM_001181484.1	296	287	160	317	270	156	304	216	170	385	305	479
NM_001181485.3	78684	78983	45472	84363	69889	39525	62268	50139	48982	64402	57380	79000
NM_001181486.1	517	593	346	488	451	265	441	348	308	419	336	497
NM_001181487.3	502	536	354	608	507	280	452	330	368	563	451	700
NM_001181488.1	870	1106	720	1106	1013	540	880	629	627	1028	886	1286
NM_001181489.1	186	203	97	151	131	58	117	96	94	146	110	183
NM_001181490.3	132	166	89	169	135	99	145	99	86	170	121	159
NM_001181491.1	111	154	85	198	186	95	173	116	118	191	186	292
NM_001181492.1	119	190	121	219	203	114	195	145	118	270	218	318
NM_001181493.3	924	1117	594	1231	1195	633	1318	1051	948	1448	1255	1737
NM_001181494.1	846	1032	587	1127	964	557	1005	696	695	1044	865	1375
NM_001181495.1	953	1233	610	1148	954	546	998	687	649	1079	1021	1411
NM_001181496.1	382	447	289	541	443	342	396	317	372	599	502	699
NM_001181498.1	262	289	146	325	284	200	206	171	167	352	275	423
NM_001181499.3	236	241	140	239	253	168	221	191	170	355	298	412
NM_001181501.1	804	1010	604	1033	1009	579	945	775	726	1187	977	1391
NM_001181502.1	1096	1430	770	1857	1562	973	1503	1036	1035	2082	1704	2611
NM_001181503.3	175	187	116	232	155	89	158	131	105	196	170	266
NM_001181504.1	161	152	100	159	119	78	167	110	112	151	151	232
NM_001181505.1	214	251	138	352	286	144	249	208	166	402	282	403
NM_001181506.3	357	510	264	583	518	239	374	287	269	525	412	666
NM_001181507.1	875	1295	575	1288	949	517	719	543	564	773	637	998
NM_001181509.1	2367	3112	1325	3626	2718	1612	2188	1856	1705	3149	2615	4250
NM_001181510.1	4	4	2	5	6	1	9	10	4	10	9	14
NM_001181511.1	2653	2953	1291	3966	3399	1649	3190	2789	2733	5153	4005	6722
NM_001181512.1	906	1200	524	1042	919	441	854	777	808	1042	925	1370
NM_001181513.1	20568	25575	11455	23322	19438	10116	16321	12239	12177	17135	14482	22311
NM_001181514.1	589	676	368	743	560	321	507	354	386	532	433	602
NM_001181515.1	430	431	268	488	425	293	518	389	347	509	437	692
NM_001181516.1	133	183	91	161	131	109	137	102	100	165	133	163
NM_001181517.1	470	556	312	606	492	300	591	360	356	558	523	749
NM_001181518.1	285	355	183	461	363	236	376	316	300	541	478	624
NM_001181520.1	674	962	555	1039	855	441	766	591	548	863	742	1080
NM_001181521.1	61	62	32	75	53	46	96	68	67	101	73	110
NM_001181522.1	5	4	7	11	7	6	13	13	9	20	7	17
NM_001181523.1	107	122	80	162	117	83	124	98	89	194	132	212
NM_001181524.1	541	697	379	670	583	296	624	441	440	590	503	730
NM_001181525.1	225	301	149	296	264	141	234	222	167	354	226	373
NM_001181526.1	140	186	102	197	135	91	163	132	96	180	173	271
NM_001181527.1	368	444	261	552	452	257	449	354	270	504	452	777
NM_001181528.1	411	495	245	443	384	248	371	295	232	390	306	454
NM_001181529.1	320	404	247	419	387	245	332	238	254	379	330	439
NM_001181530.1	1274	1600	934	1686	1530	855	1459	1173	1005	1661	1469	2196
NM_001181531.1	804	1063	560	1056	851	528	850	625	714	910	914	1272
NM_001181532.1	269	307	162	399	335	179	301	202	190	395	307	481
NM_001181533.1	89	110	47	122	117	74	110	95	89	117	152	198
NM_001181534.1	698	891	490	818	775	417	777	624	601	786	609	947
NM_001181535.1	117	172	79	233	218	89	171	137	123	188	186	253
NM_001181536.1	14	27	9	38	39	7	34	24	18	43	46	61
NM_001181537.1	539	610	442	700	554	384	493	382	383	595	496	735
NM_001181538.1	2	0	2	2	0	1	2	2	1	3	0	4
NM_001181539.1	1	0	0	0	2	1	1	3	0	6	8	3
NM_001181540.1	88	102	48	161	130	53	116	72	68	103	105	172
NM_001181541.1	0	1	1	1	3	1	0	1	1	1	5	0
NM_001181542.1	3381	4063	2330	5448	4649	2407	4977	3555	3560	6078	5039	7947
NM_001181543.1	450	596	287	696	543	296	471	334	340	619	512	758
NM_001181544.1	3632	4748	2427	4700	3737	2251	3318	2617	2392	3728	3283	4769
NM_001181545.2	222	228	162	319	254	151	254	200	193	307	271	386
NM_001181546.3	26	28	11	33	32	18	21	16	14	23	21	21
NM_001181547.2	24	29	15	24	17	17	27	13	12	22	24	25
NM_001181548.1	501	613	363	676	576	363	419	342	334	613	545	796
NM_001181549.1	41	48	19	70	55	40	59	43	45	48	45	58
NM_001181550.1	2001	2280	1326	1962	1741	850	1758	1327	1123	1265	1123	1602
NM_001181551.1	64	66	35	81	68	34	75	39	62	88	73	109
NM_001181554.1	3053	3529	1886	3243	3103	1739	2819	2205	2281	3562	3085	4520
NM_001181555.1	849	1054	556	903	770	397	582	465	445	674	649	848
NM_001181556.1	1353	1872	909	2060	1579	998	1474	1180	1202	2266	1829	2798
NM_001181557.1	1017	1241	665	1087	1001	492	813	592	617	863	835	1099
NM_001181558.1	596	741	451	897	804	434	639	522	514	843	773	1039
NM_001181559.1	160	206	102	216	177	92	172	132	116	225	210	301
NM_001181560.1	193	239	145	265	200	125	207	147	145	238	207	308
NM_001181561.2	929	1202	582	1329	1134	663	970	692	701	1213	974	1448
NM_001181562.1	283	312	169	276	264	147	265	196	160	286	256	358
NM_001181563.2	25648	30647	14840	30091	25804	13532	24498	17703	17347	25827	21961	31136
NM_001181564.1	116	176	97	181	194	103	140	107	90	197	150	237
NM_001181565.1	103	115	61	113	85	37	130	61	76	142	135	181
NM_001181566.1	271	301	158	266	251	131	242	179	213	279	206	326
NM_001181567.1	662	823	436	959	827	518	781	598	522	796	691	1012
NM_001181569.1	14875	16584	8268	16802	15426	7990	12761	9558	10068	14051	12262	17964
NM_001181570.1	192	215	138	263	212	105	223	176	170	266	217	396
NM_001181571.1	45494	52452	27084	53141	47445	25439	42494	33374	33195	46357	40595	57129
NM_001181572.1	180	210	128	192	167	79	168	107	113	166	167	188
NM_001181573.1	862	1089	551	1301	1030	545	702	562	544	894	866	1042
NM_001181574.1	335	441	191	595	541	305	432	345	328	746	560	892
NM_001181576.1	1166	1390	818	1777	1534	984	1255	1011	967	1683	1476	2166
NM_001181577.1	37	30	21	63	38	24	34	35	30	58	40	62
NM_001181578.1	1180	1510	835	1840	1525	841	1377	1054	971	1701	1491	2022
NM_001181579.1	230	324	144	350	288	169	263	197	203	321	284	385
NM_001181580.1	53	88	63	83	79	38	86	69	54	114	100	150
NM_001181581.1	1697	2081	1068	2227	1900	957	1780	1218	1272	2172	1817	2355
NM_001181582.1	299	341	202	428	348	170	403	312	299	551	415	676
NM_001181584.1	1298	1399	819	1885	1928	1016	1617	1304	1069	2065	1871	2504
NM_001181586.1	15	14	5	22	27	10	10	9	24	53	49	42
NM_001181587.1	1120	1391	826	1373	1204	688	1251	957	807	1385	1128	1659
NM_001181588.1	185	180	129	224	200	140	216	143	141	218	222	317
NM_001181589.1	338	477	251	492	426	227	345	278	252	439	389	538
NM_001181590.1	1037	1290	733	1251	1038	597	815	627	623	531	504	791
NM_001181591.1	16786	19544	10218	15352	13483	8908	12253	9549	9507	16075	13351	20707
NM_001181592.1	41002	49402	22401	52844	42207	27681	37862	29771	30273	57093	45311	69507
NM_001181593.1	6	12	10	32	26	11	31	22	19	32	29	50
NM_001181594.1	15	19	12	11	16	5	34	17	21	39	36	53
NM_001181595.1	148	173	130	256	247	101	205	136	127	331	267	372
NM_001181596.1	54	76	49	73	48	36	55	38	31	69	63	70
NM_001181597.2	296	390	197	408	324	189	280	242	199	371	312	462
NM_001181598.1	706	939	398	1142	839	476	751	583	549	1013	860	1257
NM_001181599.1	719	991	488	1061	964	411	846	640	535	1093	946	1367
NM_001181600.1	5200	6203	3428	6130	5730	3042	5250	4105	3937	5208	4735	6471
NM_001181601.2	666	953	471	995	834	445	650	499	491	779	676	1007
NM_001181603.1	77	139	63	105	80	66	52	41	42	81	71	100
NM_001181604.2	2090	2447	1293	2950	2708	1520	2541	1895	1695	3207	2860	4246
NM_001181605.1	3524	4328	2555	4482	4041	2702	4216	3185	2910	4477	4294	5935
NM_001181606.1	823	1004	509	1228	1034	510	827	657	587	1055	893	1241
NM_001181607.1	1800	2197	1152	2175	2150	1054	1853	1460	1410	2281	1967	2757
NM_001181609.1	861	1204	438	1105	805	493	708	466	518	873	775	1249
NM_001181610.1	18375	22645	10637	23086	20409	10015	15415	12195	11525	17932	15096	21292
NM_001181611.1	1059	1277	683	1326	1216	645	1100	865	809	1247	1167	1595
NM_001181612.2	452	554	264	728	580	279	470	349	291	606	607	731
NM_001181613.1	242	266	165	270	208	134	241	192	174	248	239	340
NM_001181614.1	152	185	95	199	151	84	170	116	122	171	167	215
NM_001181616.2	1130	1398	775	1536	1395	806	1369	997	943	1516	1388	1983
NM_001181617.1	338	420	233	434	424	238	296	261	227	434	415	514
NM_001181618.1	43	38	51	68	48	42	76	43	40	85	80	98
NM_001181619.2	2187	2839	1460	2583	2177	1234	2128	1603	1511	2028	1920	2832
NM_001181620.1	268	348	148	380	261	165	252	182	204	381	293	457
NM_001181622.1	11539	13704	7429	12638	11754	6045	9475	8238	7414	10704	8723	12157
NM_001181623.1	27057	32178	14670	32089	28614	12552	22613	16917	17498	22861	18853	28281
NM_001181624.1	11363	12778	5778	14786	12906	6485	10199	8088	7820	19164	16468	23012
NM_001181625.1	1273	1600	830	1559	1494	788	1164	866	835	1307	1080	1675
NM_001181626.1	231	263	138	245	216	123	224	212	140	266	204	322
NM_001181627.1	377	443	248	503	472	264	518	388	325	672	581	848
NM_001181629.1	1881	2495	1363	3012	2681	1736	2870	2114	1849	3441	3216	4819
NM_001181630.1	697	1068	518	1132	904	505	798	561	574	908	805	1229
NM_001181631.1	1104	1373	765	1404	1295	662	1114	837	800	1400	1249	1746
NM_001181633.1	2174	2495	1471	4751	4111	2436	5586	4404	3846	8501	6667	10030
NM_001181634.1	389	501	293	610	495	252	484	379	378	687	577	815
NM_001181636.1	237	265	159	393	316	185	234	190	152	340	268	367
NM_001181637.1	446	626	279	641	520	271	468	331	326	577	453	677
NM_001181638.1	79	95	54	157	113	67	152	106	90	198	138	199
NM_001181639.1	101	118	67	118	104	41	100	64	66	124	84	127
NM_001181640.1	907	1174	705	1358	1144	632	1435	1007	989	1574	1232	2000
NM_001181641.1	390	486	265	460	473	246	419	296	353	505	448	506
NM_001181642.1	117	138	85	130	109	75	90	88	75	139	109	152
NM_001181643.1	102	152	83	149	148	80	131	123	114	186	174	237
NM_001181645.1	1731	2225	1131	2539	2120	1354	1998	1660	1476	2442	2002	3168
NM_001181646.1	0	1	1	1	0	2	1	3	0	1	0	0
NM_001181647.1	11	20	13	19	14	19	7	14	8	18	19	25
NM_001181649.1	4	0	1	4	0	0	2	0	1	0	1	0
NM_001181650.1	2444	2966	1519	3742	3272	1357	3354	2633	2519	2973	2987	3651
NM_001181651.1	140	176	98	163	121	72	129	106	84	130	133	170
NM_001181652.1	10	8	10	18	14	12	28	10	10	37	39	59
NM_001181654.1	36	46	34	40	36	33	50	36	29	78	47	84
NM_001181655.1	379	493	241	617	563	251	488	349	360	657	508	832
NM_001181656.1	0	1	0	1	0	1	0	1	0	0	1	2
NM_001181657.1	20	25	18	33	43	18	28	31	26	45	32	48
NM_001181658.1	1251	1642	800	1893	1648	870	1395	1136	967	1728	1619	2255
NM_001181659.3	1132	1536	831	1764	1356	799	1349	1049	995	1602	1345	2218
NM_001181660.1	380	473	294	444	401	210	357	298	251	406	406	592
NM_001181661.1	18	20	2	13	14	5	12	8	7	8	11	22
NM_001181662.3	389	493	322	575	512	277	483	387	361	551	496	682
NM_001181663.1	309	387	227	574	477	282	455	369	302	569	501	699
NM_001181664.3	3568	4689	2637	3998	3393	1791	2914	2150	1919	3213	2739	4003
NM_001181665.1	44	35	20	58	51	28	47	41	42	87	80	113
NM_001181666.1	189720	198661	115979	190798	166783	96190	162457	123705	128430	159359	138932	198893
NM_001181667.1	365	537	265	512	443	210	377	242	249	436	379	526
NM_001181668.3	124	184	126	313	263	158	297	226	168	327	275	406
NM_001181669.1	117	140	85	171	133	69	131	84	80	165	160	240
NM_001181670.4	86	134	78	130	128	66	105	74	61	154	117	162
NM_001181671.1	384	463	244	481	401	254	387	302	253	431	454	682
NM_001181672.1	1747	2200	1109	1857	1722	776	1224	894	881	1602	1393	1828
NM_001181673.3	2207	2901	1438	2799	2411	1363	1907	1491	1376	1821	1574	2253
NM_001181674.1	9877	11606	6415	14024	12969	7559	13891	10911	11294	18421	14679	23208
NM_001181675.1	600	819	409	773	745	392	545	447	465	675	512	781
NM_001181677.3	157	181	100	209	218	130	216	165	207	377	323	452
NM_001181679.1	74	93	48	98	78	45	82	53	52	72	66	101
NM_001181680.1	112	90	65	140	109	65	106	83	70	171	156	175
NM_001181682.3	621	747	461	769	751	442	670	535	530	864	685	974
NM_001181683.1	488	719	318	611	568	259	644	487	482	884	758	999
NM_001181684.3	0	0	0	0	1	0	1	0	0	0	0	0
NM_001181685.2	76	64	56	23	32	33	15	20	34	15	10	35
NM_001181686.1	0	1	0	0	0	0	0	0	0	0	0	0
NM_001181687.2	85	167	83	92	84	46	91	67	63	49	40	61
NM_001181688.3	218	315	180	310	269	125	272	191	203	311	239	394
NM_001181689.1	715	948	475	1034	860	501	922	825	707	1081	1021	1563
NM_001181690.1	740	865	548	1065	903	479	770	595	560	1002	883	1248
NM_001181691.3	450	570	300	735	640	372	681	478	463	823	660	1099
NM_001181692.1	167	193	104	225	197	134	169	131	129	224	212	238
NM_001181693.1	176	242	123	280	234	129	198	143	152	275	232	371
NM_001181694.3	30	32	20	41	37	17	28	14	24	40	36	43
NM_001181697.1	90	88	64	89	75	63	96	63	60	100	76	99
NM_001181698.1	659	841	467	888	768	422	811	670	506	904	773	1186
NM_001181699.3	1109	1439	778	1444	1216	675	1233	904	859	1303	1120	1609
NM_001181700.1	914	1234	677	1703	1404	809	1251	873	890	1649	1490	2015
NM_001181701.1	322	403	174	383	320	167	254	192	234	312	205	372
NM_001181702.3	506	580	355	645	620	328	573	477	396	729	623	851
NM_001181703.1	25019	30285	16408	36589	30061	18127	27101	20515	20422	34678	28946	44823
NM_001181704.1	466	609	328	784	617	376	593	439	431	673	638	934
NM_001181705.3	3574	4131	1519	3834	3345	1143	2221	1668	1715	2114	1738	2389
NM_001181706.1	492	631	311	806	752	353	604	553	470	776	680	973
NM_001181707.1	551	681	345	650	563	333	506	389	340	559	460	709
NM_001181708.3	180	237	96	190	190	94	123	107	87	146	140	170
NM_001181709.1	611	719	466	783	622	415	633	501	431	751	706	1022
NM_001181710.1	198	271	153	374	347	167	276	179	195	400	329	465
NM_001181711.3	181	264	100	276	186	132	177	141	146	255	200	326
NM_001181712.1	101	142	72	125	128	50	91	68	58	100	79	126
NM_001181713.1	149	166	108	269	208	134	239	143	139	349	305	336
NM_001181714.3	174	265	156	269	220	122	200	134	121	248	196	310
NM_001181715.1	284	382	178	376	323	160	287	225	205	278	252	390
NM_001181716.1	179	213	138	281	264	136	256	164	182	299	287	387
NM_001181717.3	909	1154	602	1281	1053	507	1062	732	728	1120	867	1380
NM_001181718.1	1093	1391	618	1231	922	490	748	602	497	746	711	1086
NM_001181719.1	57	61	37	27	21	12	22	17	17	17	13	15
NM_001181720.3	233	319	209	350	344	224	337	249	258	456	387	564
NM_001181721.1	987	1122	642	945	836	515	809	584	633	860	760	1048
NM_001181722.1	4897	6170	3015	7036	5909	3302	5014	3856	3874	6360	5589	8306
NM_001181723.3	2947	3399	1826	4413	3793	2234	3684	2826	2718	5176	4281	6233
NM_001181724.1	724	1009	474	968	751	454	835	635	612	940	760	1334
NM_001181725.1	195	216	140	292	245	134	229	157	157	290	259	342
NM_001181726.3	762	945	519	1048	928	494	756	530	552	859	790	1052
NM_001181727.1	1346	1630	906	1398	1289	624	1131	853	822	1150	943	1452
NM_001181728.1	5461	6235	3334	6672	5857	3380	4525	3525	3583	5695	4767	6744
NM_001181730.3	1444	1659	989	1696	1564	1007	1439	1146	1142	1941	1757	2489
NM_001181731.1	333	415	250	444	401	296	498	342	330	552	535	700
NM_001181732.1	282	407	211	542	470	269	414	286	332	582	523	704
NM_001181733.3	1305	1665	876	1565	1462	784	1473	1165	1050	1580	1435	2180
NM_001181734.1	1199	1510	938	1882	1759	910	1722	1194	1182	2165	1923	2714
NM_001181735.1	2855	3834	2003	3981	3858	2050	3202	2820	2914	5179	4624	6664
NM_001181736.3	36	54	27	64	79	33	75	72	59	107	111	119
NM_001181737.1	1	0	0	0	0	0	0	0	0	0	0	0
NM_001181738.1	371	493	280	548	489	261	483	382	348	607	514	750
NM_001181739.3	130	156	93	155	166	77	125	108	91	116	131	158
NM_001181740.1	230	269	120	285	261	120	199	152	133	319	193	388
NM_001181741.1	203	224	115	329	316	153	227	151	161	339	299	402
NM_001181742.3	1198	1284	762	1513	1285	783	1166	1007	900	1667	1500	2038
NM_001181743.1	426	576	315	680	577	243	383	333	292	493	393	633
NM_001181745.1	1026	1385	751	1633	1379	726	1354	1006	924	1673	1432	2109
NM_001181746.3	232	311	149	332	280	165	258	201	191	284	277	363
NM_001181747.1	489	680	329	811	602	370	568	457	436	770	610	929
NM_001181748.1	1060	1253	591	1444	1072	649	1076	836	775	1413	1069	1694
NM_001181749.3	1785	2360	1058	2651	1945	1136	1798	1314	1208	2440	1967	3322
NM_001181750.1	377	573	248	559	493	288	332	220	243	399	338	488
NM_001181751.1	154	169	99	170	146	66	161	128	102	195	172	246
NM_001181752.3	11653	13849	6848	13498	11868	5796	9149	6876	6552	10178	9310	12092
NM_001181753.1	4	6	1	5	8	1	3	5	5	17	10	29
NM_001181754.1	230	291	146	392	339	211	220	160	157	366	385	453
NM_001181755.3	161	204	131	226	225	106	203	139	139	202	202	270
NM_001181756.2	114	142	80	156	105	83	124	87	69	172	111	174
NM_001181757.1	280	391	207	511	418	209	350	238	220	420	316	507
NM_001181758.3	190	232	134	332	329	179	263	196	187	426	405	583
NM_001181759.1	410	445	275	640	557	292	462	348	339	678	566	788
NM_001181760.1	113	165	73	232	182	102	128	126	102	218	183	325
NM_001181761.4	655	738	419	1284	1145	675	1073	804	763	1671	1389	2053
NM_001181762.1	16931	18195	9735	24844	22593	14006	17579	14327	14881	26543	23350	34887
NM_001181763.1	8831	10151	5211	9746	8658	5135	7425	6008	6151	8466	7206	10835
NM_001181764.4	148	186	102	154	126	77	152	121	99	145	128	245
NM_001181765.2	1	0	0	0	0	0	2	0	2	0	3	4
NM_001181766.1	22	25	15	25	30	13	23	21	11	9	19	21
NM_001181767.3	2906	3135	1752	10503	8959	4851	18102	12802	12528	20590	17845	27629
NM_001181768.1	144	157	96	185	146	68	127	102	91	186	149	253
NM_001181769.1	183	222	133	278	270	153	273	194	160	279	249	339
NM_001181770.3	134	157	90	188	164	108	166	122	136	227	208	289
NM_001181771.1	254	354	193	362	369	212	346	278	280	494	416	570
NM_001181773.3	13	21	9	8	14	6	10	14	7	20	21	26
NM_001181774.1	282	307	174	247	275	147	207	190	180	217	213	308
NM_001181775.1	2193	2843	1544	2437	2265	1267	1906	1559	1417	2110	1963	2906
NM_001181776.3	599	752	428	861	793	410	739	542	445	783	760	1046
NM_001181777.1	74	119	55	92	83	43	84	54	66	78	78	118
NM_001181778.1	43	72	57	66	71	39	46	46	39	102	84	151
NM_001181779.3	7543	9620	4966	11160	10124	5526	8881	7442	7288	14120	12061	17212
NM_001181780.1	162	138	76	161	159	86	142	107	108	203	161	228
NM_001181781.1	57712	67313	33179	62705	56778	29718	50664	39338	40563	52457	44985	67377
NM_001181782.3	577	673	416	836	638	383	694	465	458	700	694	935
NM_001181783.1	1431	1805	951	2354	2042	1091	1931	1454	1371	2720	2334	3469
NM_001181784.1	534	730	430	766	736	422	685	555	487	743	697	1004
NM_001181785.3	378	403	204	598	521	271	515	442	363	925	713	1087
NM_001181787.2	134	154	78	119	124	59	105	73	75	89	104	157
NM_001181788.1	136	189	102	243	219	129	289	202	201	383	326	462
NM_001181789.3	552	662	394	705	622	332	495	403	398	634	574	835
NM_001181790.2	1087	1460	754	1283	1081	598	1039	806	753	929	782	1225
NM_001181791.1	467	519	312	555	514	273	485	369	381	600	544	712
NM_001181792.3	384	440	254	444	320	174	260	209	208	343	269	389
NM_001181793.1	50	85	37	66	63	22	64	44	31	68	52	75
NM_001181794.3	128	148	78	166	153	78	157	128	113	155	149	228
NM_001181795.1	663	935	418	922	798	450	1029	729	623	821	679	936
NM_001181796.2	293	401	214	505	386	227	391	299	278	482	411	629
NM_001181797.3	8740	10772	5940	11462	9699	5407	9330	6836	6730	9976	8611	12946
NM_001181798.1	444	559	295	590	484	266	555	402	376	592	528	790
NM_001181799.1	69	91	56	84	75	44	88	63	74	88	78	117
NM_001181800.3	465	608	365	549	502	266	496	371	323	506	406	593
NM_001181801.1	4009	4938	2650	4779	4088	2291	4092	3085	3020	3824	3599	5219
NM_001181802.1	824	950	456	1058	911	496	820	652	634	1259	1056	1357
NM_001181803.3	56225	63713	36328	56081	53681	28706	48992	37464	38369	51111	43176	62063
NM_001181805.1	141	175	121	209	190	94	204	132	154	159	98	175
NM_001181806.1	4906	6052	2920	5263	4301	2652	3524	2740	2539	3036	2652	3689
NM_001181807.4	3	6	7	7	1	2	7	4	2	8	8	6
NM_001181808.4	8	9	16	5	6	13	8	6	13	5	10	10
NM_001181809.2	1	2	1	0	0	0	2	3	2	3	1	0
NM_001181810.3	3	2	4	1	1	0	4	0	2	12	8	3
NM_001181811.3	6	1	9	3	1	0	0	1	1	1	1	3
NM_001181812.1	1	9	6	6	6	4	5	2	5	5	7	17
NM_001181813.1	0	3	0	9	0	3	6	5	1	6	8	6
NM_001181814.3	10	11	12	18	24	19	24	23	23	61	43	52
NM_001181816.3	0	2	0	1	0	0	0	0	0	1	0	2
NM_001181817.1	24	38	19	35	48	18	71	38	38	85	79	99
NM_001181818.1	10	4	7	7	4	1	7	4	4	6	9	6
NM_001181819.3	123	140	77	176	120	78	173	130	81	174	178	249
NM_001181821.1	1045	1396	661	2021	1699	919	1646	1160	1175	2446	2088	3053
NM_001181822.1	147	154	119	147	127	72	107	89	81	122	96	114
NM_001181823.1	67	121	68	117	105	40	82	63	62	82	82	119
NM_001181824.1	288	332	187	397	397	212	392	305	319	584	465	749
NM_001181825.1	0	0	0	2	1	2	2	0	0	1	1	1
NM_001181826.1	296	373	212	390	337	193	331	276	226	376	362	469
NM_001181827.1	159	251	123	232	251	106	201	183	125	281	187	295
NM_001181828.1	2443	3075	1460	3634	2863	1776	2331	1687	1895	2978	2727	3989
NM_001181829.1	271	319	168	468	345	225	273	196	181	387	327	430
NM_001181830.1	544	611	353	739	729	363	538	507	381	805	679	945
NM_001181831.1	1001	1195	674	1294	1071	658	951	759	714	1082	1050	1453
NM_001181832.1	286	402	217	316	239	139	249	209	164	235	209	307
NM_001181833.1	1170	1492	823	1246	1069	720	1034	758	689	1202	876	1431
NM_001181834.1	675	857	447	776	710	360	597	438	378	614	447	677
NM_001181835.1	811	1049	599	1265	979	619	1155	923	737	1303	1190	1582
NM_001181838.1	11493	13109	7184	15990	13859	7654	12312	9536	9597	15328	13088	19221
NM_001181839.1	116	147	88	272	226	123	203	178	151	354	318	476
NM_001181841.1	2183	2905	1229	3476	2624	1470	1993	1577	1476	2621	2099	3490
NM_001181842.1	494	628	373	635	622	335	482	400	383	766	651	964
NM_001181843.1	668	840	448	861	723	436	673	612	496	780	696	980
NM_001181844.1	175547	213305	121122	261146	221247	121876	182278	137274	134892	235667	212551	310400
NM_001181845.1	18	6	7	12	12	7	14	7	9	14	16	14
NM_001181846.1	6181	8400	4847	15141	11395	5828	8264	6884	5392	14901	12541	18907
NM_001181847.1	351	474	227	581	487	245	355	264	259	536	436	617
NM_001181848.1	819	901	555	1055	831	593	941	718	682	830	762	1042
NM_001181849.1	1354	1596	898	1780	1568	876	1582	1207	1175	1829	1598	2229
NM_001181851.1	1199	1602	844	1536	1368	715	1286	1009	928	1225	1177	1742
NM_001181852.1	346	420	248	380	319	190	333	281	246	373	320	485
NM_001181853.1	72	82	34	88	104	57	96	53	54	113	110	143
NM_001181854.1	1376	1508	1034	1841	1668	923	1385	984	930	1620	1446	2009
NM_001181855.1	314	353	209	358	365	187	364	296	265	434	366	575
NM_001181856.1	401	567	304	549	554	270	443	365	339	534	466	641
NM_001181858.1	211	231	97	256	202	88	156	126	99	184	136	219
NM_001181859.1	2952	3611	2344	9649	8268	4107	6868	5473	4768	14121	12642	16504
NM_001181860.1	2663	3756	1821	4024	3068	1740	3201	2399	2254	3652	2931	4984
NM_001181861.1	320	436	243	628	647	307	577	477	410	977	829	1227
NM_001181862.1	12	13	9	7	14	6	10	8	9	10	10	10
NM_001181863.1	1006	1079	599	1402	1178	697	1189	903	912	1605	1408	2062
NM_001181865.1	47807	54120	25996	51317	46747	22938	39637	30472	31344	43000	36009	52420
NM_001181866.1	3	11	5	3	5	5	7	1	3	7	3	1
NM_001181868.1	2965	3868	2085	3877	3044	1675	2893	2275	1901	2668	2378	3922
NM_001181869.1	70	112	115	140	124	62	172	118	99	163	117	144
NM_001181870.1	8434	9765	5268	11304	10015	5178	9371	6914	6447	10605	9970	13258
NM_001181871.1	457	481	303	564	461	255	531	410	354	545	526	707
NM_001181872.1	53	27	17	16	14	3	4	2	4	1	5	1
NM_001181873.1	0	2	2	1	0	1	0	0	0	0	1	1
NM_001181874.2	114	160	82	184	139	81	172	131	107	216	160	231
NM_001181875.1	19	25	8	23	12	7	32	12	17	21	31	28
NM_001181876.1	31	58	24	20	26	7	28	9	16	27	14	23
NM_001181877.1	3	18	6	16	7	1	21	5	7	11	16	34
NM_001181878.1	335	439	222	408	321	175	338	224	221	314	265	396
NM_001181880.1	36	29	20	63	66	72	94	59	73	297	239	222
NM_001181881.1	454	513	253	521	402	317	429	315	293	583	502	717
NM_001181882.1	137	189	111	174	114	63	144	114	97	164	155	205
NM_001181883.1	73	81	50	92	90	46	86	75	76	129	100	162
NM_001181884.1	0	0	0	1	0	0	0	0	0	2	0	2
NM_001181886.1	3	1	0	2	2	0	2	0	1	4	1	2
NM_001181887.1	3	1	0	2	2	1	2	0	1	4	1	3
NM_001181888.1	416	528	268	460	438	217	377	276	257	440	369	613
NM_001181889.1	1335	1771	856	1425	1261	652	1118	848	820	1068	895	1324
NM_001181890.1	734	983	549	644	552	318	529	362	353	586	503	741
NM_001181891.1	16	32	19	41	26	15	38	20	25	44	67	68
NM_001181892.1	453	558	302	656	540	306	592	412	360	728	635	892
NM_001181893.1	234	292	158	390	304	181	315	234	218	456	370	565
NM_001181894.1	125	185	94	188	159	85	159	95	106	208	174	225
NM_001181895.1	629	729	444	863	705	392	681	505	451	836	755	1040
NM_001181896.1	1538	1963	1003	1965	1733	893	1230	1048	916	1612	1468	1930
NM_001181897.1	23	22	16	34	32	14	39	22	21	36	25	40
NM_001181898.1	88	126	79	73	103	47	85	69	59	106	96	106
NM_001181899.1	0	1	0	0	1	0	1	0	1	4	2	7
NM_001181900.1	0	1	0	0	1	0	0	1	1	1	0	0
NM_001181901.1	99	136	76	147	118	75	146	108	88	156	150	218
